# Created by Octave 2.1.33, Thu Apr 26 16:21:52 2001 EDT <johnc@kazoo.ncnr.nist.gov>
# name: sample
# type: matrix
# rows: 128
# columns: 128
4.0 4.0 19.0 19.0 27.0 27.0 26.0 26.0 33.0 33.0 26.0 26.0 23.0 23.0 27.0 27.0 28.0 28.0 34.0 34.0 27.0 27.0 25.0 25.0 30.0 30.0 31.0 31.0 38.0 38.0 32.0 32.0 33.0 33.0 35.0 35.0 46.0 46.0 42.0 42.0 29.0 29.0 54.0 54.0 50.0 50.0 60.0 60.0 52.0 52.0 63.0 63.0 65.0 65.0 74.0 74.0 108.0 108.0 134.0 134.0 123.0 123.0 150.0 150.0 149.0 149.0 124.0 124.0 115.0 115.0 94.0 94.0 88.0 88.0 75.0 75.0 66.0 66.0 64.0 64.0 60.0 60.0 53.0 53.0 42.0 42.0 49.0 49.0 44.0 44.0 35.0 35.0 23.0 23.0 30.0 30.0 34.0 34.0 35.0 35.0 23.0 23.0 17.0 17.0 26.0 26.0 24.0 24.0 29.0 29.0 15.0 15.0 34.0 34.0 20.0 20.0 29.0 29.0 35.0 35.0 25.0 25.0 24.0 24.0 18.0 18.0 3.0 3.0
4.0 4.0 19.0 19.0 27.0 27.0 26.0 26.0 33.0 33.0 26.0 26.0 23.0 23.0 27.0 27.0 28.0 28.0 34.0 34.0 27.0 27.0 25.0 25.0 30.0 30.0 31.0 31.0 38.0 38.0 32.0 32.0 33.0 33.0 35.0 35.0 46.0 46.0 42.0 42.0 29.0 29.0 54.0 54.0 50.0 50.0 60.0 60.0 52.0 52.0 63.0 63.0 65.0 65.0 74.0 74.0 108.0 108.0 134.0 134.0 123.0 123.0 150.0 150.0 149.0 149.0 124.0 124.0 115.0 115.0 94.0 94.0 88.0 88.0 75.0 75.0 66.0 66.0 64.0 64.0 60.0 60.0 53.0 53.0 42.0 42.0 49.0 49.0 44.0 44.0 35.0 35.0 23.0 23.0 30.0 30.0 34.0 34.0 35.0 35.0 23.0 23.0 17.0 17.0 26.0 26.0 24.0 24.0 29.0 29.0 15.0 15.0 34.0 34.0 20.0 20.0 29.0 29.0 35.0 35.0 25.0 25.0 24.0 24.0 18.0 18.0 3.0 3.0
8.0 8.0 21.0 21.0 22.0 22.0 24.0 24.0 24.0 24.0 29.0 29.0 19.0 19.0 22.0 22.0 21.0 21.0 24.0 24.0 22.0 22.0 27.0 27.0 34.0 34.0 37.0 37.0 27.0 27.0 44.0 44.0 37.0 37.0 42.0 42.0 42.0 42.0 38.0 38.0 56.0 56.0 43.0 43.0 64.0 64.0 62.0 62.0 58.0 58.0 82.0 82.0 79.0 79.0 86.0 86.0 100.0 100.0 126.0 126.0 120.0 120.0 109.0 109.0 128.0 128.0 125.0 125.0 114.0 114.0 92.0 92.0 110.0 110.0 96.0 96.0 78.0 78.0 68.0 68.0 45.0 45.0 40.0 40.0 45.0 45.0 30.0 30.0 49.0 49.0 26.0 26.0 39.0 39.0 36.0 36.0 44.0 44.0 20.0 20.0 32.0 32.0 15.0 15.0 38.0 38.0 24.0 24.0 25.0 25.0 36.0 36.0 26.0 26.0 32.0 32.0 16.0 16.0 20.0 20.0 19.0 19.0 17.0 17.0 19.0 19.0 3.0 3.0
8.0 8.0 21.0 21.0 22.0 22.0 24.0 24.0 24.0 24.0 29.0 29.0 19.0 19.0 22.0 22.0 21.0 21.0 24.0 24.0 22.0 22.0 27.0 27.0 34.0 34.0 37.0 37.0 27.0 27.0 44.0 44.0 37.0 37.0 42.0 42.0 42.0 42.0 38.0 38.0 56.0 56.0 43.0 43.0 64.0 64.0 62.0 62.0 58.0 58.0 82.0 82.0 79.0 79.0 86.0 86.0 100.0 100.0 126.0 126.0 120.0 120.0 109.0 109.0 128.0 128.0 125.0 125.0 114.0 114.0 92.0 92.0 110.0 110.0 96.0 96.0 78.0 78.0 68.0 68.0 45.0 45.0 40.0 40.0 45.0 45.0 30.0 30.0 49.0 49.0 26.0 26.0 39.0 39.0 36.0 36.0 44.0 44.0 20.0 20.0 32.0 32.0 15.0 15.0 38.0 38.0 24.0 24.0 25.0 25.0 36.0 36.0 26.0 26.0 32.0 32.0 16.0 16.0 20.0 20.0 19.0 19.0 17.0 17.0 19.0 19.0 3.0 3.0
4.0 4.0 11.0 11.0 25.0 25.0 15.0 15.0 22.0 22.0 26.0 26.0 15.0 15.0 29.0 29.0 21.0 21.0 39.0 39.0 35.0 35.0 22.0 22.0 39.0 39.0 40.0 40.0 34.0 34.0 39.0 39.0 44.0 44.0 49.0 49.0 45.0 45.0 40.0 40.0 42.0 42.0 66.0 66.0 70.0 70.0 60.0 60.0 71.0 71.0 90.0 90.0 92.0 92.0 93.0 93.0 94.0 94.0 100.0 100.0 96.0 96.0 116.0 116.0 115.0 115.0 116.0 116.0 107.0 107.0 97.0 97.0 94.0 94.0 90.0 90.0 77.0 77.0 82.0 82.0 64.0 64.0 58.0 58.0 60.0 60.0 41.0 41.0 52.0 52.0 47.0 47.0 38.0 38.0 37.0 37.0 40.0 40.0 33.0 33.0 28.0 28.0 36.0 36.0 24.0 24.0 26.0 26.0 20.0 20.0 30.0 30.0 36.0 36.0 24.0 24.0 30.0 30.0 23.0 23.0 23.0 23.0 25.0 25.0 22.0 22.0 2.0 2.0
4.0 4.0 11.0 11.0 25.0 25.0 15.0 15.0 22.0 22.0 26.0 26.0 15.0 15.0 29.0 29.0 21.0 21.0 39.0 39.0 35.0 35.0 22.0 22.0 39.0 39.0 40.0 40.0 34.0 34.0 39.0 39.0 44.0 44.0 49.0 49.0 45.0 45.0 40.0 40.0 42.0 42.0 66.0 66.0 70.0 70.0 60.0 60.0 71.0 71.0 90.0 90.0 92.0 92.0 93.0 93.0 94.0 94.0 100.0 100.0 96.0 96.0 116.0 116.0 115.0 115.0 116.0 116.0 107.0 107.0 97.0 97.0 94.0 94.0 90.0 90.0 77.0 77.0 82.0 82.0 64.0 64.0 58.0 58.0 60.0 60.0 41.0 41.0 52.0 52.0 47.0 47.0 38.0 38.0 37.0 37.0 40.0 40.0 33.0 33.0 28.0 28.0 36.0 36.0 24.0 24.0 26.0 26.0 20.0 20.0 30.0 30.0 36.0 36.0 24.0 24.0 30.0 30.0 23.0 23.0 23.0 23.0 25.0 25.0 22.0 22.0 2.0 2.0
5.0 5.0 28.0 28.0 17.0 17.0 12.0 12.0 20.0 20.0 19.0 19.0 23.0 23.0 16.0 16.0 18.0 18.0 22.0 22.0 32.0 32.0 30.0 30.0 39.0 39.0 28.0 28.0 37.0 37.0 41.0 41.0 54.0 54.0 50.0 50.0 43.0 43.0 53.0 53.0 59.0 59.0 59.0 59.0 68.0 68.0 88.0 88.0 68.0 68.0 84.0 84.0 96.0 96.0 109.0 109.0 127.0 127.0 102.0 102.0 124.0 124.0 129.0 129.0 101.0 101.0 111.0 111.0 105.0 105.0 96.0 96.0 131.0 131.0 102.0 102.0 101.0 101.0 77.0 77.0 74.0 74.0 79.0 79.0 58.0 58.0 70.0 70.0 52.0 52.0 56.0 56.0 55.0 55.0 31.0 31.0 44.0 44.0 44.0 44.0 52.0 52.0 41.0 41.0 32.0 32.0 39.0 39.0 31.0 31.0 27.0 27.0 26.0 26.0 28.0 28.0 20.0 20.0 16.0 16.0 27.0 27.0 25.0 25.0 27.0 27.0 2.0 2.0
5.0 5.0 28.0 28.0 17.0 17.0 12.0 12.0 20.0 20.0 19.0 19.0 23.0 23.0 16.0 16.0 18.0 18.0 22.0 22.0 32.0 32.0 30.0 30.0 39.0 39.0 28.0 28.0 37.0 37.0 41.0 41.0 54.0 54.0 50.0 50.0 43.0 43.0 53.0 53.0 59.0 59.0 59.0 59.0 68.0 68.0 88.0 88.0 68.0 68.0 84.0 84.0 96.0 96.0 109.0 109.0 127.0 127.0 102.0 102.0 124.0 124.0 129.0 129.0 101.0 101.0 111.0 111.0 105.0 105.0 96.0 96.0 131.0 131.0 102.0 102.0 101.0 101.0 77.0 77.0 74.0 74.0 79.0 79.0 58.0 58.0 70.0 70.0 52.0 52.0 56.0 56.0 55.0 55.0 31.0 31.0 44.0 44.0 44.0 44.0 52.0 52.0 41.0 41.0 32.0 32.0 39.0 39.0 31.0 31.0 27.0 27.0 26.0 26.0 28.0 28.0 20.0 20.0 16.0 16.0 27.0 27.0 25.0 25.0 27.0 27.0 2.0 2.0
4.0 4.0 28.0 28.0 21.0 21.0 19.0 19.0 30.0 30.0 25.0 25.0 31.0 31.0 32.0 32.0 29.0 29.0 28.0 28.0 40.0 40.0 29.0 29.0 38.0 38.0 41.0 41.0 42.0 42.0 39.0 39.0 58.0 58.0 35.0 35.0 57.0 57.0 57.0 57.0 74.0 74.0 85.0 85.0 99.0 99.0 93.0 93.0 91.0 91.0 108.0 108.0 122.0 122.0 136.0 136.0 128.0 128.0 132.0 132.0 115.0 115.0 140.0 140.0 120.0 120.0 130.0 130.0 123.0 123.0 111.0 111.0 124.0 124.0 129.0 129.0 126.0 126.0 104.0 104.0 104.0 104.0 106.0 106.0 94.0 94.0 67.0 67.0 62.0 62.0 57.0 57.0 51.0 51.0 38.0 38.0 48.0 48.0 39.0 39.0 37.0 37.0 51.0 51.0 40.0 40.0 27.0 27.0 38.0 38.0 31.0 31.0 32.0 32.0 27.0 27.0 30.0 30.0 24.0 24.0 21.0 21.0 25.0 25.0 21.0 21.0 3.0 3.0
4.0 4.0 28.0 28.0 21.0 21.0 19.0 19.0 30.0 30.0 25.0 25.0 31.0 31.0 32.0 32.0 29.0 29.0 28.0 28.0 40.0 40.0 29.0 29.0 38.0 38.0 41.0 41.0 42.0 42.0 39.0 39.0 58.0 58.0 35.0 35.0 57.0 57.0 57.0 57.0 74.0 74.0 85.0 85.0 99.0 99.0 93.0 93.0 91.0 91.0 108.0 108.0 122.0 122.0 136.0 136.0 128.0 128.0 132.0 132.0 115.0 115.0 140.0 140.0 120.0 120.0 130.0 130.0 123.0 123.0 111.0 111.0 124.0 124.0 129.0 129.0 126.0 126.0 104.0 104.0 104.0 104.0 106.0 106.0 94.0 94.0 67.0 67.0 62.0 62.0 57.0 57.0 51.0 51.0 38.0 38.0 48.0 48.0 39.0 39.0 37.0 37.0 51.0 51.0 40.0 40.0 27.0 27.0 38.0 38.0 31.0 31.0 32.0 32.0 27.0 27.0 30.0 30.0 24.0 24.0 21.0 21.0 25.0 25.0 21.0 21.0 3.0 3.0
7.0 7.0 15.0 15.0 24.0 24.0 25.0 25.0 17.0 17.0 23.0 23.0 19.0 19.0 24.0 24.0 36.0 36.0 41.0 41.0 43.0 43.0 47.0 47.0 42.0 42.0 33.0 33.0 49.0 49.0 57.0 57.0 66.0 66.0 50.0 50.0 67.0 67.0 79.0 79.0 91.0 91.0 101.0 101.0 94.0 94.0 129.0 129.0 157.0 157.0 152.0 152.0 146.0 146.0 186.0 186.0 173.0 173.0 162.0 162.0 178.0 178.0 174.0 174.0 173.0 173.0 150.0 150.0 177.0 177.0 164.0 164.0 191.0 191.0 134.0 134.0 158.0 158.0 139.0 139.0 133.0 133.0 106.0 106.0 103.0 103.0 99.0 99.0 67.0 67.0 69.0 69.0 77.0 77.0 64.0 64.0 44.0 44.0 46.0 46.0 38.0 38.0 49.0 49.0 44.0 44.0 27.0 27.0 37.0 37.0 44.0 44.0 29.0 29.0 33.0 33.0 21.0 21.0 31.0 31.0 16.0 16.0 23.0 23.0 22.0 22.0 0.0 0.0
7.0 7.0 15.0 15.0 24.0 24.0 25.0 25.0 17.0 17.0 23.0 23.0 19.0 19.0 24.0 24.0 36.0 36.0 41.0 41.0 43.0 43.0 47.0 47.0 42.0 42.0 33.0 33.0 49.0 49.0 57.0 57.0 66.0 66.0 50.0 50.0 67.0 67.0 79.0 79.0 91.0 91.0 101.0 101.0 94.0 94.0 129.0 129.0 157.0 157.0 152.0 152.0 146.0 146.0 186.0 186.0 173.0 173.0 162.0 162.0 178.0 178.0 174.0 174.0 173.0 173.0 150.0 150.0 177.0 177.0 164.0 164.0 191.0 191.0 134.0 134.0 158.0 158.0 139.0 139.0 133.0 133.0 106.0 106.0 103.0 103.0 99.0 99.0 67.0 67.0 69.0 69.0 77.0 77.0 64.0 64.0 44.0 44.0 46.0 46.0 38.0 38.0 49.0 49.0 44.0 44.0 27.0 27.0 37.0 37.0 44.0 44.0 29.0 29.0 33.0 33.0 21.0 21.0 31.0 31.0 16.0 16.0 23.0 23.0 22.0 22.0 0.0 0.0
6.0 6.0 27.0 27.0 28.0 28.0 26.0 26.0 24.0 24.0 36.0 36.0 40.0 40.0 39.0 39.0 44.0 44.0 41.0 41.0 47.0 47.0 57.0 57.0 41.0 41.0 47.0 47.0 57.0 57.0 58.0 58.0 46.0 46.0 73.0 73.0 85.0 85.0 95.0 95.0 102.0 102.0 93.0 93.0 115.0 115.0 183.0 183.0 152.0 152.0 215.0 215.0 217.0 217.0 234.0 234.0 180.0 180.0 214.0 214.0 236.0 236.0 196.0 196.0 207.0 207.0 217.0 217.0 212.0 212.0 224.0 224.0 227.0 227.0 241.0 241.0 230.0 230.0 189.0 189.0 158.0 158.0 144.0 144.0 133.0 133.0 97.0 97.0 102.0 102.0 90.0 90.0 73.0 73.0 59.0 59.0 63.0 63.0 67.0 67.0 58.0 58.0 37.0 37.0 51.0 51.0 53.0 53.0 45.0 45.0 43.0 43.0 34.0 34.0 31.0 31.0 28.0 28.0 34.0 34.0 35.0 35.0 17.0 17.0 21.0 21.0 2.0 2.0
6.0 6.0 27.0 27.0 28.0 28.0 26.0 26.0 24.0 24.0 36.0 36.0 40.0 40.0 39.0 39.0 44.0 44.0 41.0 41.0 47.0 47.0 57.0 57.0 41.0 41.0 47.0 47.0 57.0 57.0 58.0 58.0 46.0 46.0 73.0 73.0 85.0 85.0 95.0 95.0 102.0 102.0 93.0 93.0 115.0 115.0 183.0 183.0 152.0 152.0 215.0 215.0 217.0 217.0 234.0 234.0 180.0 180.0 214.0 214.0 236.0 236.0 196.0 196.0 207.0 207.0 217.0 217.0 212.0 212.0 224.0 224.0 227.0 227.0 241.0 241.0 230.0 230.0 189.0 189.0 158.0 158.0 144.0 144.0 133.0 133.0 97.0 97.0 102.0 102.0 90.0 90.0 73.0 73.0 59.0 59.0 63.0 63.0 67.0 67.0 58.0 58.0 37.0 37.0 51.0 51.0 53.0 53.0 45.0 45.0 43.0 43.0 34.0 34.0 31.0 31.0 28.0 28.0 34.0 34.0 35.0 35.0 17.0 17.0 21.0 21.0 2.0 2.0
8.0 8.0 18.0 18.0 18.0 18.0 26.0 26.0 29.0 29.0 34.0 34.0 38.0 38.0 42.0 42.0 49.0 49.0 62.0 62.0 68.0 68.0 64.0 64.0 65.0 65.0 62.0 62.0 72.0 72.0 70.0 70.0 67.0 67.0 62.0 62.0 109.0 109.0 108.0 108.0 140.0 140.0 180.0 180.0 230.0 230.0 234.0 234.0 259.0 259.0 315.0 315.0 312.0 312.0 346.0 346.0 265.0 265.0 315.0 315.0 265.0 265.0 262.0 262.0 247.0 247.0 271.0 271.0 295.0 295.0 286.0 286.0 312.0 312.0 315.0 315.0 311.0 311.0 278.0 278.0 268.0 268.0 220.0 220.0 219.0 219.0 151.0 151.0 112.0 112.0 96.0 96.0 83.0 83.0 70.0 70.0 69.0 69.0 58.0 58.0 71.0 71.0 45.0 45.0 63.0 63.0 58.0 58.0 50.0 50.0 57.0 57.0 47.0 47.0 31.0 31.0 37.0 37.0 26.0 26.0 40.0 40.0 29.0 29.0 38.0 38.0 5.0 5.0
8.0 8.0 18.0 18.0 18.0 18.0 26.0 26.0 29.0 29.0 34.0 34.0 38.0 38.0 42.0 42.0 49.0 49.0 62.0 62.0 68.0 68.0 64.0 64.0 65.0 65.0 62.0 62.0 72.0 72.0 70.0 70.0 67.0 67.0 62.0 62.0 109.0 109.0 108.0 108.0 140.0 140.0 180.0 180.0 230.0 230.0 234.0 234.0 259.0 259.0 315.0 315.0 312.0 312.0 346.0 346.0 265.0 265.0 315.0 315.0 265.0 265.0 262.0 262.0 247.0 247.0 271.0 271.0 295.0 295.0 286.0 286.0 312.0 312.0 315.0 315.0 311.0 311.0 278.0 278.0 268.0 268.0 220.0 220.0 219.0 219.0 151.0 151.0 112.0 112.0 96.0 96.0 83.0 83.0 70.0 70.0 69.0 69.0 58.0 58.0 71.0 71.0 45.0 45.0 63.0 63.0 58.0 58.0 50.0 50.0 57.0 57.0 47.0 47.0 31.0 31.0 37.0 37.0 26.0 26.0 40.0 40.0 29.0 29.0 38.0 38.0 5.0 5.0
6.0 6.0 28.0 28.0 39.0 39.0 28.0 28.0 40.0 40.0 43.0 43.0 66.0 66.0 54.0 54.0 64.0 64.0 94.0 94.0 77.0 77.0 65.0 65.0 88.0 88.0 67.0 67.0 82.0 82.0 102.0 102.0 85.0 85.0 112.0 112.0 117.0 117.0 136.0 136.0 174.0 174.0 240.0 240.0 293.0 293.0 345.0 345.0 387.0 387.0 403.0 403.0 408.0 408.0 416.0 416.0 357.0 357.0 327.0 327.0 334.0 334.0 320.0 320.0 310.0 310.0 309.0 309.0 350.0 350.0 316.0 316.0 353.0 353.0 442.0 442.0 431.0 431.0 417.0 417.0 391.0 391.0 312.0 312.0 287.0 287.0 187.0 187.0 183.0 183.0 149.0 149.0 127.0 127.0 92.0 92.0 97.0 97.0 73.0 73.0 86.0 86.0 65.0 65.0 61.0 61.0 69.0 69.0 66.0 66.0 90.0 90.0 60.0 60.0 57.0 57.0 53.0 53.0 37.0 37.0 28.0 28.0 33.0 33.0 22.0 22.0 7.0 7.0
