2667.41,223681,0.194
2670.41,224240,0.158
2674.41,224959,0.029
2677.41,225469,0.08500000000000001
2680.41,225971,0.06900000000000001
2684.41,226653,0.036
2691.41,227958,0.076
2694.41,228488,0.07000000000000001
2697.41,229052,0.045
2701.41,229802,0.073
2703.41,230161,0.031
2706.41,230691,0.076
2715.41,232206,0.036
2715.41,232206,0.043
2718.41,232682,0.039
2719.41,232838,0.007
2721.41,233146,0.033
2721.41,233146,0.055
2723.41,233453,0.056
2733.41,234896,0.096
2736.41,235329,0.038
2748.41,236970,0.058
2751.41,237338,0.033
2754.41,237690,0.083
2756.41,237912,0.079
2762.41,238578,0.012
2765.41,238932,0.015
2768.41,239298,0.014
2771.41,239698,0.011
2774.41,240141,0.029
2777.41,240614,0.014
2780.41,241118,0.06
2780.41,241118,0.067
2783.41,241674,0.029
2786.41,242267,0.083
2789.41,242850,0.039
2792.41,243406,0.023
2795.41,243999,0.06
2797.41,244424,0.131
2797.41,244424,0.052
2798.41,244639,0.156
2801.41,245283,0.104
2807.41,246574,0.378
2816.41,248545,0.191
2819.41,249219,0.116
2825.41,250501,0.078
2828.41,251104,0.169
2834.41,252422,0.208
2837.41,253075,0.12
2840.41,253763,0.115
2846.41,255056,0.219
2849.41,255711,0.053
2852.41,256387,0.223
2858.41,257827,0.439
2864.41,259340,1.012
2868.41,260380,0.64
2871.41,261179,0.9419999999999999
2874.41,261973,0.167
2878.41,263043,0.554
2883.41,264383,0.791
2888.41,265707,0.5580000000000001
2897.41,268050,0.093
2903.41,269532,0.168
2907.41,270507,0.077
2913.41,271920,0.017
2918.41,273037,0.08500000000000001
2922.41,273918,0.123
2928.41,275216,0.08599999999999999
2937.41,277120,0.045
2943.41,278456,0.08
2948.41,279632,0.146
2954.41,281175,0.184
2958.41,282253,0.14
2968.41,284925,0.204
2974.41,286639,0.041
2978.41,287726,0.059
2981.41,288530,0.059
2987.41,290214,0.066
2993.41,291830,0.054
2998.41,293076,0.042
3001.41,293893,0.063
3005.41,295035,0.045
3008.41,295862,0.09
3017.41,298327,0.257
3021.41,299383,0.097
3025.41,300397,0.078
3028.41,301156,0.053
3031.41,301917,0.032
3034.41,302691,0.013
3035.41,302937,0.029
3038.41,303657,0.022
3044.41,305288,0.021
3047.41,306200,0.111
3050.41,307131,0.102
3053.41,308031,0.026
3056.41,308907,0.02
3058.41,309483,0.008999999999999999
3061.41,310330,0.036
3065.41,311411,0.022
3068.41,312208,0.019
3077.41,314543,0.021
3080.41,315297,0.045
3085.41,316524,0.02
3086.41,316765,0.027
3088.41,317255,0.044
3091.41,317999,0.037
3098.41,319708,0.019
3107.41,321875,0.032
3110.41,322513,0.014
3118.41,324218,0.008
3124.41,325629,0.012
3128.41,326761,0.01
3131.41,327730,0.046
3137.41,329848,0.117
3140.41,331050,0.142
3147.41,334306,0.586
3148.41,334805,1.035
3152.41,336766,0.395
3155.41,338233,0.366
3158.41,339706,0.439
3161.41,341187,0.164
3164.41,342594,0.034
3172.41,346523,0.277
3178.41,349620,0.401
3188.41,355187,0.38
3194.41,358466,0.24
3197.41,360071,0.155
3205.41,364333,0.076
3208.41,365962,0.268
3211.41,367507,0.058
3214.41,369034,0.091
3218.41,371188,0.224
3221.41,372991,0.208
3224.41,374711,0.07099999999999999
3227.41,376381,0.08500000000000001
3233.41,379524,0.019
3236.41,381227,0.125
3238.41,382318,0.033
3248.41,388065,0.122
3254.41,391928,0.114
3257.41,393908,0.157
3260.41,395792,0.023
3263.41,397482,0.023
3266.41,399134,0.019
3268.41,400228,0.021
3274.41,403501,0.033
3278.41,405617,0.016
3287.41,410200,0.018
3288.41,410683,0.012
3300.41,417095,0.013
3306.41,420527,0.015
3308.41,421761,0.012
